,Serie,Date,Value
10765,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-08-08,6782.0
10766,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-08-08,2898.3599999999997
10767,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-08-09,682.0
10768,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-08-09,6683.0
10769,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-08-09,4259.4
10770,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-08-10,749.0
10771,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-08-10,7659.0
10772,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-08-10,4096.48
10773,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-08-11,645.0
10774,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-08-11,6781.0
10775,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-08-11,3111.2599999999998
10776,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-08-12,620.0
10777,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-08-12,6132.0
10778,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-08-12,3456.25
10779,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-08-13,636.0
10780,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-08-13,7098.0
10781,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-08-13,3724.0099999999998
10782,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-08-14,812.0
10783,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-08-14,8803.0
10784,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-08-14,4805.63
10785,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-08-15,794.0
10786,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-08-15,8316.0
10787,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-08-15,4240.16
10788,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-08-16,817.0
10789,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-08-16,8253.0
10790,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-08-16,4028.22
10791,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-08-17,778.0
10792,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-08-17,7952.0
10793,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-08-17,3507.76
10794,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-08-18,681.0
10795,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-08-18,6913.0
10796,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-08-18,4003.2
10797,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-08-19,581.0
10798,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-08-19,6055.0
10799,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-08-19,3627.73
10800,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-08-20,616.0
10801,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-08-20,6532.0
10802,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-08-20,3105.38
10803,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-08-21,856.0
10804,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-08-21,9560.0
10805,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-08-21,4288.68
10806,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-08-22,889.0
10807,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-08-22,9251.0
10808,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-08-22,4198.57
10809,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-08-23,881.0
10810,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-08-23,9453.0
10811,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-08-23,4242.34
10812,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-08-24,870.0
10813,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-08-24,9045.0
10814,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-08-24,4375.04
10815,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-08-25,756.0
10816,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-08-25,8922.0
10817,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-08-25,3314.85
10818,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-08-26,641.0
10819,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-08-26,7625.0
10820,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-08-26,3116.18
10821,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-08-27,735.0
10822,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-08-27,8359.0
10823,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-08-27,3951.88
10824,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-08-28,741.0
10825,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-08-28,8347.0
10826,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-08-28,2991.26
10827,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-08-29,787.0
10828,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-08-29,8667.0
10829,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-08-29,3117.73
10830,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-08-30,744.0
10831,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-08-30,8763.0
10832,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-08-30,2966.69
10833,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-08-31,740.0
10834,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-08-31,7828.0
10835,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-08-31,2429.5
10836,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-09-01,750.0
10837,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-09-01,9354.0
10838,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-09-01,2646.11
10839,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-09-02,694.0
10840,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-09-02,8865.0
10841,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-09-02,2414.2
10842,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-09-03,756.0
10843,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-09-03,8591.0
10844,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-09-03,2561.25
10845,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-09-04,859.0
10846,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-09-04,9825.0
10847,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-09-04,2917.8
10848,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-09-05,870.0
10849,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-09-05,10672.0
10850,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-09-05,2726.89
10851,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-09-06,828.0
10852,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-09-06,9891.0
10853,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-09-06,2637.24
10854,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-09-07,755.0
10855,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-09-07,9368.0
10856,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-09-07,2386.13
10857,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-09-08,714.0
10858,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-09-08,8748.0
10859,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-09-08,2360.7
10860,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-09-09,628.0
10861,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-09-09,7313.0
10862,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-09-09,1889.94
10863,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-09-10,582.0
10864,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-09-10,6826.0
10865,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-09-10,1818.8899999999999
10866,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-09-11,803.0
10867,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-09-11,9186.0
10868,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-09-11,2481.8999999999996
10869,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-09-12,989.0
10870,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-09-12,11046.0
10871,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-09-12,3340.5699999999997
10872,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-09-13,1082.0
10873,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-09-13,12791.0
10874,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-09-13,4145.719999999999
10875,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-09-14,1103.0
10876,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-09-14,14337.0
10877,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-09-14,4161.700000000001
10878,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-09-15,919.0
10879,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-09-15,12276.0
10880,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-09-15,3637.77
10881,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-09-16,825.0
10882,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-09-16,10760.0
10883,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-09-16,3616.41
10884,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-09-17,855.0
10885,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-09-17,10530.0
10886,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-09-17,3664.2
10887,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-09-18,1028.0
10888,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-09-18,13101.0
10889,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-09-18,3612.3100000000004
10890,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-09-19,1085.0
10891,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-09-19,13571.0
10892,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-09-19,3832.16
10893,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-09-20,1073.0
10894,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-09-20,12749.0
10895,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-09-20,4079.41
10896,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-09-21,974.0
10897,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-09-21,10899.0
10898,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-09-21,3931.21
10899,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-09-22,899.0
10900,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-09-22,10901.0
10901,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-09-22,3652.93
10902,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-09-23,821.0
10903,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-09-23,9970.0
10904,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-09-23,3775.26
10905,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-09-24,885.0
10906,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-09-24,10291.0
10907,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-09-24,4259.38
10908,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-09-25,1025.0
10909,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-09-25,12328.0
10910,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-09-25,4094.5299999999997
10911,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-09-26,1058.0
10912,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-09-26,11285.0
10913,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-09-26,4341.7
10914,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-09-27,971.0
10915,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-09-27,11349.0
10916,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-09-27,3556.59
10917,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-09-28,983.0
10918,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-09-28,10648.0
10919,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-09-28,3505.5
10920,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-09-29,795.0
10921,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-09-29,8951.0
10922,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-09-29,2942.94
10923,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-09-30,734.0
10924,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-09-30,8613.0
10925,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-09-30,2794.92
10926,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-10-01,749.0
10927,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-10-01,8560.0
10928,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-10-01,2896.69
10929,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-10-02,1061.0
10930,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-10-02,11697.0
10931,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-10-02,3939.55
10932,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-10-03,1168.0
10933,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-10-03,12795.0
10934,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-10-03,4607.34
10935,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-10-04,1149.0
10936,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-10-04,13612.0
10937,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-10-04,4714.23
10938,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-10-05,979.0
10939,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-10-05,11052.0
10940,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-10-05,3541.44
10941,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-10-06,754.0
10942,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-10-06,8228.0
10943,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-10-06,2861.9700000000003
10944,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-10-07,670.0
10945,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-10-07,7681.0
10946,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-10-07,2544.44
10947,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-10-08,616.0
10948,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-10-08,7478.0
10949,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-10-08,2483.08
10950,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-10-09,801.0
10951,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-10-09,8721.0
10952,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-10-09,2710.19
10953,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-10-10,826.0
10954,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-10-10,8819.0
10955,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-10-10,2691.8199999999997
10956,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-10-11,758.0
10957,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-10-11,8351.0
10958,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-10-11,2381.25
10959,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-10-12,733.0
10960,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-10-12,7499.0
10961,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-10-12,2355.27
10962,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-10-13,620.0
10963,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-10-13,6726.0
10964,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-10-13,1814.96
10965,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-10-14,590.0
10966,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-10-14,6385.0
10967,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-10-14,1937.47
10968,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-10-15,656.0
10969,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-10-15,6728.0
10970,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-10-15,2224.01
10971,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-10-16,800.0
10972,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-10-16,9311.0
10973,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-10-16,2897.0
10974,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-10-17,1021.0
10975,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-10-17,10975.0
10976,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-10-17,3742.6
10977,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-10-18,1115.0
10978,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-10-18,12362.0
10979,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-10-18,4520.7
10980,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-10-19,938.0
10981,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-10-19,11496.0
10982,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-10-19,3839.92
10983,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-10-20,845.0
10984,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-10-20,10225.0
10985,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-10-20,3386.5
10986,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-10-21,767.0
10987,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-10-21,9074.0
10988,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-10-21,3113.23
10989,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-10-22,798.0
10990,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-10-22,8978.0
10991,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-10-22,3524.71
10992,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-10-23,1022.0
10993,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-10-23,11594.0
10994,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-10-23,4174.5599999999995
10995,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-10-24,956.0
10996,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-10-24,10892.0
10997,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-10-24,3747.74
10998,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-10-25,986.0
10999,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-10-25,11252.0
11000,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-10-25,3597.29
11001,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-10-26,891.0
11002,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-10-26,10580.0
11003,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-10-26,3240.91
11004,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-10-27,754.0
11005,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-10-27,9629.0
11006,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-10-27,2886.99
11007,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-10-28,686.0
11008,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-10-28,7772.0
11009,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-10-28,2492.8999999999996
11010,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-10-29,782.0
11011,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-10-29,8493.0
11012,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-10-29,3037.04
11013,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-10-30,1004.0
11014,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-10-30,11734.0
11015,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-10-30,3988.3900000000003
11016,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-10-31,1031.0
11017,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-10-31,13183.0
11018,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-10-31,4307.57
11019,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-11-01,1029.0
11020,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-11-01,12823.0
11021,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-11-01,4723.68
11022,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-11-02,895.0
11023,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-11-02,10043.0
11024,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-11-02,3668.2799999999997
11025,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-11-03,680.0
11026,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-11-03,7923.0
11027,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-11-03,2723.74
11028,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-11-04,555.0
11029,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-11-04,7140.0
11030,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-11-04,2298.9
11031,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-11-05,691.0
11032,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-11-05,7853.0
11033,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-11-05,2829.48
11034,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-11-06,865.0
11035,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-11-06,9953.0
11036,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-11-06,3279.96
11037,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-11-07,783.0
11038,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-11-07,9423.0
11039,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-11-07,3183.1
11040,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-11-08,781.0
11041,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-11-08,8959.0
11042,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-11-08,3303.4700000000003
11043,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-11-09,848.0
11044,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-11-09,9909.0
11045,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-11-09,4037.8900000000003
11046,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-11-10,761.0
11047,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-11-10,9621.0
11048,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-11-10,3297.27
11049,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-11-11,680.0
11050,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-11-11,8460.0
11051,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-11-11,3181.32
11052,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-11-12,719.0
11053,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-11-12,9059.0
11054,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-11-12,3529.08
11055,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Clicks,2023-11-13,950.0
11056,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Impressions,2023-11-13,11331.0
11057,Search-Google&Bing-Self Serve-Sign Up-Non Brand-Spend,2023-11-13,4462.52
